year,A1,A2,A3
,label A1,label A2,label A3
1987,31,2035,237
1988,30,2146,252
1989,49,1983,337
1990,49,1982,311
1991,39,1921,316
1992,37,2126,230
1993,22,2161,226
1994,26,1909,237
1995,40,2172,278
1996,37,2257,263
1997,35,2091,271
1998,40,2076,265
1999,49,2040,377
2000,21,1987,213
2001,56,2073,339
2002,34,2006,255
2003,43,1880,255
2004,55,2082,363
2005,35,1908,281
2006,51,2183,321
2007,35,2033,275
2008,24,2288,183
2009,42,1675,321
2010,33,2176,243
2011,38,1974,254
2012,39,2048,275
2013,37,1982,259
2014,34,2202,255
2015,11,2005,137
2016,24,1971,214
2016
2017,71,1851,488
2018,59,1950,409
2019,59,1738,404
2020,61,1856,409
2021,50,1737,417
2022,78,1984,506
2023,66,1747,493
2024,63,2032,458
2025,79,2007,475
2026,79,1862,530
2027,54,1892,437
2028,75,1916,449
2029,51,1908,367
2030,51,1883,387
2031,72,1776,433
2032,57,1767,390
2033,73,1870,442
2034,58,1903,400
2035,29,1636,230
2036,40,1851,264
2037,69,2026,439
2038,64,2009,439
2039,68,1916,491
2040,62,1894,394
2041,69,1759,495
2042,71,1798,476
2043,64,1751,441
2044,70,1742,564
2045,68,1857,504
2046,60,1951,392

min,,1200
max,,2550
steps,,10
decimal



