year,annual-hydric-deficit
1987,-671
1988,-800
1989,-599
1990,-910
1991,-884
1992,-835
1993,-723
1994,-846
1995,-824
1996,-472
1997,-320
1998,-902
1999,-871
2000,-728
2001,-773
2002,-808
2003,-828
2004,-941
2005,-1183
2006,-916
2007,-933
2008,-706
2009,-900
2010,-611
2011,-862
2012,-1019
2013,-625
2014,-671
2015,-1075
2016,-843
