year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,25,0,-496,9,26,-833,24,0,0
1988,24,0,-545,6,17,-843,22,4,16
1989,8,0,-406,8,22,-712,32,1,24
1990,27,0,-550,1,54,-870,17,2,2
1991,21,0,-587,5,44,-853,26,7,8
1992,28,0,-402,5,46,-831,22,0,32
1993,15,0,-509,7,27,-783,16,2,5
1994,18,0,-545,9,23,-772,24,5,14
1995,22,0,-482,6,38,-814,14,0,9
1996,24,0,-538,10,55,-855,19,1,40
1997,13,0,-498,1,30,-841,23,1,58
1998,17,0,-399,11,33,-730,32,5,26
1999,7,0,-539,7,33,-800,12,5,18
2000,20,0,-542,8,38,-834,24,19,0
2001,36,0,-521,4,43,-865,14,4,0
2002,16,0,-429,11,36,-775,10,3,18
2003,22,0,-492,0,39,-843,13,1,21
2004,31,0,-523,6,49,-853,10,5,0
2005,29,0,-488,11,18,-756,25,2,6
2006,15,0,-406,7,34,-741,30,2,28
2007,13,0,-470,3,24,-773,28,2,2
2008,12,0,-401,4,42,-776,30,2,1
2009,14,0,-417,4,44,-792,38,1,35
2010,9,0,-437,7,40,-788,21,1,11
2011,18,0,-539,9,33,-817,19,2,7
2012,16,0,-502,11,40,-798,13,4,15
2013,34,0,-587,5,28,-843,7,5,34
2014,20,0,-517,11,36,-827,12,2,11
2015,21,0,-462,6,44,-803,28,7,33
2016,23,0,-560,5,30,-799,22,1,13
2016
2017,25,0,-496,9,26,-833,24,0,0
2018,24,0,-545,6,17,-843,22,4,16
2019,8,0,-406,8,22,-712,32,1,24
2020,27,0,-550,1,54,-870,17,2,2
2021,21,0,-587,5,44,-853,26,7,8
2022,28,0,-402,5,46,-831,22,0,32
2023,15,0,-509,7,27,-783,16,2,5
2024,18,0,-545,9,23,-772,24,5,14
2025,22,0,-482,6,38,-814,14,0,9
2026,24,0,-538,10,55,-855,19,1,40
2027,13,0,-498,1,30,-841,23,1,58
2028,17,0,-399,11,33,-730,32,5,26
2029,7,0,-539,7,33,-800,12,5,18
2030,20,0,-542,8,38,-834,24,19,0
2031,36,0,-521,4,43,-865,14,4,0
2032,16,0,-429,11,36,-775,10,3,18
2033,22,0,-492,0,39,-843,13,1,21
2034,31,0,-523,6,49,-853,10,5,0
2035,29,0,-488,11,18,-756,25,2,6
2036,15,0,-406,7,34,-741,30,2,28
2037,13,0,-470,3,24,-773,28,2,2
2038,12,0,-401,4,42,-776,30,2,1
2039,14,0,-417,4,44,-792,38,1,35
2040,9,0,-437,7,40,-788,21,1,11
2041,18,0,-539,9,33,-817,19,2,7
2042,16,0,-502,11,40,-798,13,4,15
2043,34,0,-587,5,28,-843,7,5,34
2044,20,0,-517,11,36,-827,12,2,11
2045,21,0,-462,6,44,-803,28,7,33
2046,23,0,-560,5,30,-799,22,1,13

min,,,,0,,,0
max,,,,12,,,40
steps,,,,13,,,11
decimal
