year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,3144,17,-1045,0
1988,3205,21,-1036,0
1989,2750,19,-890,0
1990,3387,17,-1077,0
1991,3146,18,-1076,0
1992,3341,19,-1007,0
1993,3015,17,-1032,0
1994,2905,19,-1043,0
1995,3197,18,-975,0
1996,3451,19,-1066,0
1997,2979,17,-987,0
1998,2952,18,-884,0
1999,2981,17,-1040,0
2000,3166,19,-1065,0
2001,3457,17,-1056,0
2002,3151,16,-958,0
2003,3191,18,-1039,0
2004,3494,17,-1108,0
2005,3039,18,-923,0
2006,2926,19,-961,0
2007,3014,19,-962,0
2008,3068,18,-974,0
2009,2931,15,-906,0
2010,3064,17,-955,0
2011,3024,16,-1026,0
2012,3244,18,-1021,0
2013,3232,16,-1048,0
2014,3217,20,-1045,0
2015,3111,18,-957,0
2016,3147,18,-1023,0
2016
2017,3144,17,-1045,0
2018,3205,21,-1036,0
2019,2750,19,-890,0
2020,3387,17,-1077,0
2021,3146,18,-1076,0
2022,3341,19,-1007,0
2023,3015,17,-1032,0
2024,2905,19,-1043,0
2025,3197,18,-975,0
2026,3451,19,-1066,0
2027,2979,17,-987,0
2028,2952,18,-884,0
2029,2981,17,-1040,0
2030,3166,19,-1065,0
2031,3457,17,-1056,0
2032,3151,16,-958,0
2033,3191,18,-1039,0
2034,3494,17,-1108,0
2035,3039,18,-923,0
2036,2926,19,-961,0
2037,3014,19,-962,0
2038,3068,18,-974,0
2039,2931,15,-906,0
2040,3064,17,-955,0
2041,3024,16,-1026,0
2042,3244,18,-1021,0
2043,3232,16,-1048,0
2044,3217,20,-1045,0
2045,3111,18,-957,0
2046,3147,18,-1023,0

min,2400,12
max,3600,21
steps,9,10
decimal
