year,F1,F3,M4
,label F1,label F3,label M4-FGN
1987,22,100,4
1988,22,88,4
1989,24,87,4
1990,23,92,3
1991,26,95,4
1992,25,9,3
1993,24,91,3
1994,29,96,4
1995,22,9,4
1996,24,9,3
1997,21,92,3
1998,16,96,4
1999,24,92,4
2000,21,86,4
2001,15,97,4
2002,21,88,4
2003,21,100,2
2004,24,92,4
2005,27,95,4
2006,24,103,4
2007,19,85,3
2008,19,89,4
2009,26,89,4
2010,19,81,3
2011,21,92,3
2012,21,100,4
2013,25,96,3
2014,21,93,3
2015,21,95,4
2016,28,91,4
2016
2017,22,100,4
2018,22,88,4
2019,24,87,4
2020,23,92,3
2021,26,95,4
2022,25,9,3
2023,24,91,3
2024,29,96,4
2025,22,9,4
2026,24,9,3
2027,21,92,3
2028,16,96,4
2029,24,92,4
2030,21,86,4
2031,15,97,4
2032,21,88,4
2033,21,100,2
2034,24,92,4
2035,27,95,4
2036,24,103,4
2037,19,85,3
2038,19,89,4
2039,26,89,4
2040,19,81,3
2041,21,92,3
2042,21,100,4
2043,25,96,3
2044,21,93,3
2045,21,95,4
2046,28,91,4
