year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,1,-365,-471,164
1988,-52,-195,-515,-38
1989,-102,-343,-505,351
1990,-90,-312,-551,44
1991,72,-437,-515,-5
1992,-83,-289,-507,43
1993,-94,-219,-503,92
1994,-76,-292,-497,20
1995,-74,-413,-457,119
1996,143,-329,-453,166
1997,-83,-280,-353,396
1998,-49,-296,-472,-86
1999,-116,-389,-486,120
2000,-133,-239,-526,169
2001,155,-396,-520,-12
2002,-20,-398,-510,119
2003,20,-429,-539,120
2004,33,-394,-557,-22
2005,-150,-464,-563,-6
2006,-41,-431,-538,95
2007,-119,-287,-470,-57
2008,-48,-245,-395,-19
2009,-89,-405,-493,86
2010,153,-314,-533,82
2011,-33,-365,-471,7
2012,-166,-406,-504,57
2013,217,-379,-498,34
2014,69,-388,-393,41
2015,-113,-432,-570,40
2016,-36,-294,-491,-21
