year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,10.6,19.3,25.9,13.2
1988,11.1,17.4,24.9,13.4
1989,10.9,18.4,25.4,15.0
1990,12.2,17.6,25.3,13.1
1991,10.2,19.0,26.3,13.2
1992,10.1,18.9,26.0,13.1
1993,10.3,17.4,24.6,11.5
1994,11.6,18.5,24.4,14.6
1995,11.8,20.4,25.2,16.1
1996,10.7,19.1,23.9,13.5
1997,12.5,18.8,24.8,14.6
1998,12.3,18.2,26.0,12.7
1999,10.4,19.7,25.1,12.9
2000,10.9,18.7,24.6,13.5
2001,12.1,19.5,24.9,12.5
2002,11.6,18.9,24.3,14.4
2003,10.8,20.4,26.3,13.3
2004,10.9,19.5,25.7,13.0
2005,9.3,20.7,25.3,12.8
2006,9.7,21.0,26.8,14.4
2007,10.7,18.3,24.7,12.7
2008,11.5,19.3,24.6,12.0
2009,11.0,19.9,25.4,14.6
2010,10.0,18.9,26.7,13.0
2011,10.7,20.9,25.0,14.1
2012,10.0,19.2,25.1,13.3
2013,10.2,18.3,26.7,13.2
2014,11.1,20.3,24.6,13.9
2015,10.3,21.1,25.4,14.7
2016,11.2,19.5,27.4,14.6
