year,annual-average-temperature
1987,9.6
1988,10.1
1989,10.9
1990,10.6
1991,9.6
1992,9.0
1993,10.1
1994,11.0
1995,10.3
1996,9.5
1997,11.2
1998,10.1
1999,10.2
2000,10.3
2001,10.1
2002,10.6
2003,11.3
2004,10.2
2005,9.9
2006,11.0
2007,10.3
2008,10.1
2009,10.9
2010,9.5
2011,11.5
2012,10.4
2013,9.5
2014,10.5
2015,10.7
2016,10.6

min,7
max,13
steps,7
decimal


