year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.1,11.2,18.6,7.3
1988,3.7,11.8,17.3,7.3
1989,5.5,12.1,18.0,7.8
1990,6.4,12.0,18.0,5.7
1991,3.7,10.3,19.0,5.3
1992,2.2,11.0,16.3,6.4
1993,4.1,12.7,16.9,6.5
1994,4.9,12.2,18.6,8.2
1995,4.1,12.1,16.9,8.1
1996,3.6,12.2,15.7,6.3
1997,6.4,12.5,18.2,7.7
1998,5.7,12.0,17.3,5.5
1999,3.7,12.6,18.3,6.0
2000,4.5,12.6,17.1,7.0
2001,5.2,12.2,16.7,6.3
2002,5.3,12.6,16.3,8.0
2003,3.2,14.8,20.0,6.8
2004,3.7,12.4,17.6,7.2
2005,2.3,13.6,17.6,6.0
2006,2.9,13.7,18.6,8.8
2007,5.2,13.7,16.3,5.8
2008,4.9,12.4,17.2,5.8
2009,3.5,13.5,19.0,7.3
2010,1.9,12.4,18.2,5.4
2011,4.4,14.4,18.3,8.9
2012,3.5,12.7,18.0,7.4
2013,2.3,10.5,17.8,7.3
2014,5.0,12.8,15.8,8.3
2015,3.7,12.7,17.6,8.6
2016,4.4,11.7,18.4,7.8
