year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,16,7,-119,6,3,-275,49,29,136
1988,17,7,-27,4,1,-102,55,22,112
1989,1,3,-79,6,3,-245,72,21,137
1990,18,0,2,4,2,-188,66,15,112
1991,7,2,-108,5,0,-241,74,27,80
1992,13,1,-56,3,0,-139,56,24,62
1993,5,0,-85,4,1,-261,73,21,123
1994,15,1,-203,5,0,-385,54,27,212
1995,19,0,-102,6,0,-294,59,31,116
1996,24,2,-173,6,0,-353,58,17,127
1997,9,7,-144,6,0,-368,66,26,93
1998,15,0,-79,7,0,-310,66,20,58
1999,17,3,-61,4,1,-192,74,33,153
2000,18,7,-95,6,0,-338,62,15,124
2001,10,7,-78,5,0,-242,66,8,66
2002,16,6,-71,5,2,-334,69,24,46
2003,21,4,-173,8,5,-414,50,23,45
2004,21,0,-49,7,6,-306,61,24,114
2005,14,10,20,5,0,-206,64,7,61
2006,26,7,-116,5,0,-238,39,29,131
2007,6,1,-74,6,6,-206,69,23,173
2008,18,3,-67,5,4,-273,73,21,91
2009,12,0,-83,8,2,-280,72,31,142
2010,18,3,-13,6,4,-188,64,11,147
2011,7,3,2,2,0,-158,62,17,124
2012,20,10,-135,4,0,-296,62,14,99
2013,12,4,-117,4,6,-325,63,30,88
2014,15,2,-119,4,2,-316,65,26,109
2015,16,4,-20,5,6,-278,61,24,76
2016,5,6,-5,3,0,-191,70,22,85
2016
2017,18,2,-139,6,6,-351,58,13,116
2018,34,8,-118,5,3,-264,56,10,147
2019,32,0,-143,8,11,-371,48,11,170
2020,28,0,-193,8,11,-419,46,21,147
2021,36,6,-225,8,10,-506,35,28,120
2022,33,5,-160,6,12,-353,32,6,104
2023,40,3,-242,8,7,-530,47,16,53
2024,29,3,-241,9,3,-475,47,16,162
2025,28,0,-102,4,13,-355,44,14,87
2026,19,2,-89,7,13,-372,55,13,98
2027,42,8,-247,9,13,-567,43,24,54
2028,35,0,-174,7,6,-441,39,20,43
2029,24,0,-212,8,3,-453,46,22,103
2030,31,5,-236,8,14,-461,49,11,105
2031,25,3,-169,6,0,-367,50,12,90
2032,19,3,-120,7,6,-375,45,17,103
2033,39,4,-235,9,8,-445,35,16,129
2034,29,1,-178,8,6,-460,49,10,91
2035,15,0,-167,8,0,-399,56,19,88
2036,26,5,-124,4,10,-334,42,24,94
2037,32,0,-155,7,10,-427,49,11,81
2038,18,0,-164,5,3,-395,46,9,155
2039,29,2,-128,10,2,-346,58,5,105
2040,14,0,-133,6,17,-386,61,8,74
2041,22,1,-160,8,5,-312,51,16,107
2042,27,0,-163,9,2,-381,61,18,129
2043,10,0,-159,7,2,-350,57,12,165
2044,17,2,-203,7,8,-475,49,16,35
2045,33,3,-164,7,15,-428,47,20,88
2046,14,6,-141,6,4,-364,62,5,96

min,,0
max,,12
steps,,8
decimal
