year,annual-hydric-deficit
1987,-170
1988,-178
1989,-530
1990,-346
1991,-265
1992,-242
1993,-224
1994,54
1995,-136
1996,328
1997,-108
1998,-249
1999,-35
2000,-8
2001,-53
2002,-65
2003,-255
2004,-146
2005,-375
2006,-231
2007,-233
2008,71
2009,-271
2010,-44
2011,-389
2012,-274
2013,33
2014,140
2015,-344
2016,49
