year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,123,161,120,287
1988,240,206,105,108
1989,106,212,74,142
1990,90,192,83,217
1991,166,137,133,186
1992,57,223,78,202
1993,24,220,120,311
1994,191,217,263,322
1995,165,145,184,347
1996,474,187,164,393
1997,144,194,133,391
1998,142,270,143,157
1999,158,297,207,258
2000,105,255,243,322
2001,285,236,187,160
2002,123,232,175,338
2003,145,110,163,427
2004,257,201,166,219
2005,56,172,179,256
2006,240,97,261,196
2007,172,249,139,121
2008,210,348,91,347
2009,165,303,76,238
2010,273,191,101,328
2011,146,87,146,258
2012,37,300,145,243
2013,208,271,182,204
2014,235,170,304,260
2015,139,136,219,105
2016,298,263,128,239
