year,annual-frozen-days
1987,69
1988,58
1989,41
1990,67
1991,69
1992,76
1993,55
1994,44
1995,52
1996,59
1997,40
1998,57
1999,59
2000,41
2001,67
2002,32
2003,62
2004,68
2005,85
2006,69
2007,47
2008,56
2009,62
2010,81
2011,43
2012,63
2013,80
2014,42
2015,61
2016,41
