year,annual-precipitations
1987,690
1988,660
1989,534
1990,581
1991,623
1992,560
1993,675
1994,993
1995,841
1996,1217
1997,862
1998,711
1999,920
2000,925
2001,866
2002,868
2003,845
2004,843
2005,664
2006,794
2007,681
2008,996
2009,783
2010,893
2011,637
2012,725
2013,865
2014,968
2015,599
2016,929
