year,annual-estival-days
1987,35
1988,36
1989,48
1990,42
1991,47
1992,25
1993,28
1994,55
1995,36
1996,29
1997,38
1998,35
1999,39
2000,31
2001,39
2002,35
2003,75
2004,39
2005,52
2006,53
2007,28
2008,36
2009,60
2010,48
2011,55
2012,52
2013,42
2014,17
2015,39
2016,53

min,0
max,100
steps,11
decimal
