year,A1,A2,A3
,label A1,label A2,label A3
1987,25,2698,170
1988,7,2715,91
1989,15,2889,100
1990,35,2636,213
1991,9,2983,86
1992,9,2584,75
1993,12,2616,122
1994,17,2659,134
1995,8,2846,89
1996,8,2646,95
1997,4,2686,57
1998,13,2717,101
1999,8,2876,88
2000,9,2698,136
2001,4,2728,55
2002,25,2778,155
2003,32,2875,217
2004,30,2528,192
2005,14,2655,129
2006,20,2622,149
2007,28,2723,177
2008,18,2855,163
2009,18,2946,142
2010,20,2534,150
2011,6,2348,84
2012,14,2826,121
2013,23,2654,171
2014,23,2801,155
2015,29,2782,204
2016,9,2923,63
2016
2017,49,2332,307
2018,50,2573,305
2019,43,2254,288
2020,57,2455,345
2021,31,2552,289
2022,57,2208,342
2023,42,2537,324
2024,23,2485,200
2025,66,2348,407
2026,35,2428,278
2027,56,2389,388
2028,52,2341,321
2029,36,2313,272
2030,47,2340,372
2031,39,2255,244
2032,44,2506,292
2033,48,2358,315
2034,55,2538,350
2035,16,2396,149
2036,52,2404,334
2037,57,2310,384
2038,35,2299,236
2039,43,2299,274
2040,35,2383,279
2041,29,2558,209
2042,27,2414,221
2043,39,2268,247
2044,36,2272,258
2045,54,2387,401
2046,33,2384,251

min,,2000
max,,3250
steps,,10
decimal



