year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1589,9,-361,1
1988,1444,10,-189,6
1989,1261,10,-249,4
1990,1572,11,-258,5
1991,1294,9,-374,1
1992,1443,9,-212,3
1993,1323,9,-376,5
1994,1435,9,-457,11
1995,1397,10,-364,5
1996,1422,11,-443,5
1997,1301,8,-476,2
1998,1389,13,-393,6
1999,1340,9,-271,3
2000,1524,11,-431,2
2001,1271,10,-360,8
2002,1536,11,-405,1
2003,1631,10,-514,5
2004,1592,9,-339,0
2005,1555,9,-296,2
2006,1703,9,-267,0
2007,1544,9,-268,0
2008,1384,10,-370,10
2009,1295,13,-332,5
2010,1473,11,-233,0
2011,1397,8,-237,1
2012,1412,10,-417,9
2013,1473,9,-399,3
2014,1506,10,-375,0
2015,1574,9,-368,4
2016,1220,9,-218,2
2016
2017,1808,14,-406,0
2018,1738,12,-346,7
2019,1877,12,-400,0
2020,1860,12,-414,1
2021,1974,13,-596,1
2022,1972,13,-458,9
2023,1907,13,-621,0
2024,1719,11,-559,0
2025,2024,15,-408,2
2026,1790,12,-466,0
2027,1976,9,-696,2
2028,1993,14,-555,2
2029,1870,13,-543,0
2030,1920,12,-647,1
2031,1733,11,-457,2
2032,1898,13,-453,3
2033,2014,12,-571,2
2034,1843,13,-508,7
2035,1634,14,-440,0
2036,2022,13,-472,0
2037,1988,14,-544,3
2038,1720,13,-343,2
2039,1787,12,-443,0
2040,1684,10,-465,0
2041,1761,13,-442,0
2042,1724,13,-492,1
2043,1811,15,-407,0
2044,1573,9,-599,16
2045,1990,13,-512,2
2046,1664,13,-409,6

min,1000,6,,0
max,2500,16,,20
steps,11,11,,10
decimal



