year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,56,53,-66,200
1988,171,126,-101,245
1989,7,-70,-216,53
1990,20,-28,-287,302
1991,77,-115,-194,175
1992,-14,-118,-89,207
1993,-61,-38,245,307
1994,93,29,-108,140
1995,172,-22,-131,84
1996,41,-135,-89,215
1997,-34,-150,-218,95
1998,-19,-29,-82,80
1999,143,-62,20,119
2000,34,-142,-155,202
2001,133,-41,-78,31
2002,26,-97,7,363
2003,-26,-268,-319,264
2004,51,-210,-155,182
2005,25,-74,-150,163
2006,97,-177,-135,79
2007,69,10,-133,51
2008,41,-50,77,157
2009,81,-185,-246,153
2010,134,15,-209,130
2011,66,-167,-84,150
2012,-3,-27,-155,245
2013,148,49,-148,247
2014,222,-157,-4,195
2015,138,-106,-201,32
2016,65,14,-244,100
