year,annual-estival-days
1987,50
1988,47
1989,68
1990,53
1991,77
1992,53
1993,48
1994,74
1995,56
1996,49
1997,66
1998,61
1999,67
2000,63
2001,65
2002,43
2003,97
2004,63
2005,57
2006,73
2007,53
2008,46
2009,69
2010,58
2011,61
2012,67
2013,51
2014,45
2015,68
2016,69

min,0
max,100
steps,11
decimal
