year,annual-precipitations
1987,1094
1988,1286
1989,702
1990,918
1991,806
1992,811
1993,1250
1994,1019
1995,998
1996,846
1997,601
1998,836
1999,1102
2000,862
2001,902
2002,1135
2003,694
2004,742
2005,831
2006,785
2007,840
2008,1023
2009,715
2010,912
2011,849
2012,927
2013,1106
2014,1086
2015,786
2016,790
