year,annual-average-temperature
1987,10.4
1988,11.0
1989,11.2
1990,11.1
1991,10.7
1992,10.9
1993,10.6
1994,12.3
1995,11.3
1996,10.4
1997,11.9
1998,11.1
1999,11.5
2000,12.0
2001,11.3
2002,11.2
2003,11.8
2004,10.6
2005,10.2
2006,11.5
2007,11.0
2008,10.7
2009,11.2
2010,10.0
2011,11.6
2012,10.9
2013,10.3
2014,11.8
2015,11.6
2016,11.2

min,8
max,14
steps,7
decimal


