year,annual-hydric-deficit
1987,243
1988,442
1989,-227
1990,6
1991,-56
1992,-14
1993,454
1994,154
1995,103
1996,32
1997,-306
1998,-50
1999,219
2000,-62
2001,46
2002,299
2003,-349
2004,-132
2005,-37
2006,-136
2007,-3
2008,225
2009,-196
2010,70
2011,-34
2012,60
2013,297
2014,256
2015,-137
2016,-64
