year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,12.5,19.4,8.0
1988,4.8,14.0,18.3,6.8
1989,5.5,13.3,18.5,7.2
1990,6.1,13.5,18.7,6.1
1991,4.5,12.0,20.3,5.9
1992,3.4,14.0,19.3,6.8
1993,3.5,14.6,17.5,6.7
1994,5.6,13.5,20.8,9.0
1995,4.8,13.3,18.7,8.4
1996,4.2,13.9,16.7,6.7
1997,5.6,14.1,19.7,8.0
1998,5.4,14.3,19.0,5.8
1999,4.4,14.4,19.9,6.8
2000,4.9,15.3,18.8,8.8
2001,6.7,14.0,18.0,6.2
2002,5.5,13.5,17.3,8.5
2003,3.4,16.0,20.7,6.7
2004,3.5,13.1,18.8,7.0
2005,2.5,14.0,17.9,6.2
2006,2.6,14.2,19.7,9.1
2007,5.7,15.3,17.1,5.7
2008,5.2,14.1,17.2,6.3
2009,2.8,14.9,19.5,7.6
2010,2.6,13.2,18.3,5.7
2011,4.5,15.2,18.3,8.3
2012,2.9,14.2,18.7,7.7
2013,2.3,12.4,18.8,7.5
2014,6.0,14.2,17.6,9.2
2015,3.9,14.8,19.3,8.3
2016,5.3,13.5,19.4,6.5
