year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,12,1,-43,3,8,-183,75,18,225
1988,22,5,-105,6,6,-204,51,33,187
1989,19,0,-52,6,2,-245,45,26,165
1990,25,0,-51,6,2,-202,42,33,149
1991,15,0,40,2,0,-57,64,19,100
1992,20,0,-114,6,8,-229,41,27,167
1993,27,0,-168,9,11,-362,63,19,173
1994,22,3,35,5,3,-109,64,21,178
1995,24,2,-122,7,10,-322,38,17,238
1996,27,7,-32,4,3,-140,56,16,225
1997,30,8,-84,7,12,-335,41,29,169
1998,10,7,-30,3,1,-150,64,24,127
1999,19,9,-122,6,2,-291,41,27,261
2000,23,1,-141,5,3,-308,44,24,271
2001,33,9,-105,5,9,-268,39,25,182
2002,13,1,-115,3,2,-171,51,24,185
2003,7,5,-103,7,3,-244,56,27,80
2004,26,7,-17,3,9,-96,59,33,178
2005,16,14,-16,4,13,-174,63,33,189
2006,18,1,71,2,7,-88,59,14,84
2007,17,9,-72,7,9,-310,62,30,124
2008,23,6,17,6,19,-239,54,29,57
2009,6,0,-86,8,0,-142,63,44,224
2010,14,0,-91,3,5,-127,53,20,167
2011,8,2,14,4,0,-40,49,41,171
2012,6,3,11,5,15,-74,66,29,274
2013,5,3,-24,4,0,-181,61,14,147
2014,31,11,-82,5,3,-135,46,24,217
2015,17,0,-101,4,7,-112,49,29,165
2016,32,4,-102,7,9,-282,43,25,180
2016
2017,32,1,-169,7,2,-351,41,12,73
2018,21,8,-227,7,20,-533,43,22,44
2019,41,1,-104,4,11,-259,32,22,171
2020,32,4,-89,6,16,-354,30,12,39
2021,37,9,-192,9,8,-396,34,11,220
2022,30,4,-132,6,6,-285,43,22,176
2023,36,1,-188,8,10,-404,47,17,171
2024,50,0,-198,6,24,-466,39,13,55
2025,27,4,-100,4,16,-321,46,33,149
2026,40,4,-190,5,15,-417,29,11,95
2027,12,3,-95,7,15,-312,51,8,71
2028,33,4,-177,8,16,-359,45,21,164
2029,57,0,-244,7,14,-491,29,18,136
2030,31,0,-73,6,6,-276,47,24,158
2031,49,4,-158,4,13,-257,26,18,209
2032,31,1,-133,7,30,-390,47,26,43
2033,47,2,-229,9,13,-455,33,16,177
2034,26,1,-150,6,11,-334,40,12,242
2035,21,0,-137,8,6,-289,50,13,262
2036,37,1,-155,8,12,-355,42,18,97
2037,54,5,-208,6,19,-405,23,12,92
2038,50,0,-143,8,31,-455,33,16,63
2039,30,0,-60,5,7,-269,42,8,98
2040,38,3,-102,8,19,-353,51,5,190
2041,44,0,-135,4,23,-379,43,8,147
2042,33,8,-164,6,8,-334,37,20,177
2043,27,0,-157,5,11,-293,39,23,195
2044,29,2,-105,7,14,-354,51,9,138
2045,34,5,-119,6,11,-296,49,8,121
2046,42,1,-148,4,18,-342,45,13,147

min,,0
max,,16
steps,,9
decimal
