year,A1,A2,A3
,label A1,label A2,label A3
1987,39,2782,249
1988,33,2950,223
1989,21,2664,169
1990,27,2599,187
1991,5,2649,86
1992,28,2701,205
1993,45,2777,310
1994,22,2836,165
1995,32,2652,198
1996,32,2906,244
1997,31,2826,282
1998,18,2969,145
1999,19,2639,162
2000,23,2778,187
2001,40,2807,270
2002,9,2700,81
2003,14,2854,110
2004,33,3222,216
2005,36,3101,256
2006,38,2707,230
2007,30,2797,188
2008,58,2797,346
2009,8,2892,79
2010,39,2590,224
2011,12,3015,98
2012,30,2893,221
2013,3,2675,52
2014,31,2848,189
2015,19,2643,159
2016,31,2786,226
2016
2017,34,2334,241
2018,45,2608,348
2019,59,2505,372
2020,45,2205,326
2021,41,2547,356
2022,41,2409,232
2023,46,2561,324
2024,53,2349,432
2025,54,2664,351
2026,55,2281,366
2027,45,2610,313
2028,49,2569,349
2029,45,2289,375
2030,37,2521,310
2031,54,2477,352
2032,63,2616,482
2033,57,2370,374
2034,50,2434,309
2035,41,2358,283
2036,50,2540,326
2037,65,2430,415
2038,79,2235,543
2039,44,2210,290
2040,61,2511,403
2041,65,2378,428
2042,44,2938,301
2043,39,2584,247
2044,47,2413,323
2045,52,2281,350
2046,63,2365,425
