year,annual-frozen-days
1987,76
1988,62
1989,78
1990,70
1991,71
1992,55
1993,69
1994,48
1995,57
1996,61
1997,67
1998,67
1999,63
2000,44
2001,61
2002,48
2003,82
2004,86
2005,103
2006,84
2007,69
2008,71
2009,74
2010,90
2011,67
2012,71
2013,85
2014,43
2015,64
2016,75
