year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1548,9,-209,6
1988,1640,10,-182,4
1989,1643,9,-184,3
1990,1833,13,-297,1
1991,1476,9,-125,4
1992,1770,10,-279,0
1993,1855,12,-415,1
1994,1515,10,-117,1
1995,1745,10,-242,2
1996,1688,13,-198,6
1997,1820,10,-244,2
1998,1501,12,-246,6
1999,1669,10,-277,6
2000,1750,11,-260,0
2001,1876,10,-253,0
2002,1390,10,-203,5
2003,1439,11,-361,10
2004,1511,10,-108,11
2005,1775,12,-151,3
2006,1705,11,-183,5
2007,1624,10,-334,6
2008,1888,9,-318,2
2009,1363,9,-114,2
2010,1827,11,-132,0
2011,1562,11,-121,6
2012,1620,10,-51,4
2013,1384,9,-204,2
2014,1681,10,-129,0
2015,1741,11,-154,0
2016,1820,10,-345,0
2016
2017,1933,13,-464,1
2018,2012,11,-628,1
2019,2109,12,-255,2
2020,2165,12,-454,1
2021,2063,13,-352,0
2022,1857,11,-339,4
2023,1881,12,-360,0
2024,1991,11,-501,1
2025,1954,13,-351,9
2026,2171,13,-539,2
2027,1825,12,-402,4
2028,1972,12,-337,1
2029,2119,11,-535,3
2030,1848,14,-301,5
2031,2118,12,-236,1
2032,2129,11,-446,1
2033,2059,11,-436,6
2034,1888,10,-147,0
2035,1839,14,-169,4
2036,1956,13,-397,1
2037,2166,10,-460,1
2038,2283,12,-442,0
2039,1990,12,-370,0
2040,2043,12,-294,0
2041,2090,13,-358,1
2042,1924,12,-332,4
2043,1859,11,-304,0
2044,1901,13,-337,11
2045,1815,11,-247,4
2046,2093,13,-390,0

min,1200,6,,0
max,2700,16,,14
steps,11,11,,8
decimal



