year,A1,A2,A3
,label A1,label A2,label A3
1987,4,2826,59
1988,9,2835,61
1989,20,2750,124
1990,26,2781,156
1991,14,3201,126
1992,13,2794,76
1993,5,2929,50
1994,8,2896,85
1995,12,2789,79
1996,16,2524,114
1997,11,2619,85
1998,15,2610,98
1999,17,2910,129
2000,1,2823,32
2001,7,2575,56
2002,36,2687,225
2003,7,2429,75
2004,18,2979,131
2005,32,2772,187
2006,11,2584,86
2007,14,2661,104
2008,16,2790,97
2009,28,2546,156
2010,23,2732,132
2011,8,2763,81
2012,15,2700,84
2013,7,2691,67
2014,10,2761,75
2015,17,2896,110
2016,8,2646,61
2016
2017,44,2589,235
2018,24,2377,146
2019,30,2544,234
2020,24,2438,168
2021,14,2606,96
2022,38,2541,246
2023,34,2243,270
2024,19,2690,160
2025,24,2576,174
2026,22,2418,179
2027,23,2497,167
2028,45,2397,285
2029,34,2397,271
2030,30,2429,259
2031,34,2722,217
2032,35,2602,239
2033,26,2591,175
2034,25,2506,172
2035,20,2737,161
2036,16,2283,118
2037,34,2353,240
2038,42,2614,241
2039,37,2509,272
2040,45,2293,296
2041,19,2592,115
2042,50,2559,292
2043,30,2599,188
2044,47,2356,301
2045,17,2528,123
2046,13,2233,89

min,,1800
max,,3400
steps,,9
decimal



