year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,1.5,12.2,18.6,7.8
1988,5.2,13.1,17.0,7.6
1989,6.3,13.0,18.1,8.8
1990,7.4,13.1,18.4,7.0
1991,5.0,11.5,19.5,6.2
1992,4.5,13.3,18.0,7.6
1993,5.3,13.6,16.6,6.8
1994,6.3,12.9,18.5,9.4
1995,5.8,13.0,17.9,8.9
1996,5.1,13.2,16.4,7.1
1997,6.6,13.5,19.2,8.8
1998,6.4,13.3,18.0,6.6
1999,5.6,13.9,19.0,7.2
2000,5.5,14.2,17.9,9.1
2001,6.6,13.1,17.4,6.9
2002,7.0,13.6,16.8,9.4
2003,4.8,15.8,20.0,7.8
2004,4.9,13.3,18.2,7.9
2005,4.3,14.9,18.1,7.5
2006,4.1,14.4,19.6,9.9
2007,6.8,15.5,16.6,7.1
2008,6.7,13.8,17.0,6.9
2009,4.4,14.7,19.1,8.7
2010,3.3,13.3,18.2,6.5
2011,5.9,15.8,18.5,10.4
2012,4.4,13.8,18.3,8.8
2013,3.2,11.3,18.1,8.1
2014,6.8,13.2,16.9,9.4
2015,4.3,14.0,17.9,9.5
2016,5.3,12.4,18.6,7.4
