year,annual-hydric-deficit
1987,146
1988,347
1989,-296
1990,124
1991,122
1992,395
1993,413
1994,545
1995,271
1996,110
1997,8
1998,15
1999,124
2000,258
2001,237
2002,118
2003,-20
2004,205
2005,12
2006,309
2007,323
2008,540
2009,61
2010,249
2011,-27
2012,135
2013,44
2014,144
2015,-186
2016,134
