year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,98,-42,-126,215
1988,350,85,-175,87
1989,5,-91,-212,1
1990,177,-40,-203,190
1991,105,-97,-89,202
1992,58,-18,-19,373
1993,-80,43,96,354
1994,212,161,-25,197
1995,294,-152,-96,225
1996,170,-164,-126,230
1997,-11,-81,-167,268
1998,47,-42,-178,188
1999,108,-79,-135,231
2000,98,-31,-121,311
2001,194,0,-48,91
2002,28,-64,-59,214
2003,63,-95,-175,187
2004,163,-104,-12,158
2005,118,-104,-146,145
2006,298,-85,-32,128
2007,265,-38,9,88
2008,219,182,-91,230
2009,33,-26,-181,235
2010,200,17,-111,143
2011,7,-211,-63,240
2012,-16,69,-183,265
2013,101,24,-186,105
2014,90,-56,-22,132
2015,121,-158,-192,43
2016,250,63,-266,87
