year,annual-average-temperature
1987,10.1
1988,10.8
1989,11.6
1990,11.5
1991,10.6
1992,10.9
1993,10.6
1994,11.8
1995,11.4
1996,10.5
1997,12.1
1998,11.1
1999,11.5
2000,11.7
2001,11.0
2002,11.7
2003,12.2
2004,11.1
2005,11.3
2006,12.1
2007,11.5
2008,11.1
2009,11.8
2010,10.3
2011,12.7
2012,11.4
2013,10.2
2014,11.6
2015,11.5
2016,11.0

min,8
max,14
steps,7
decimal



