year,annual-hydric-deficit
1987,417
1988,418
1989,166
1990,339
1991,122
1992,-94
1993,324
1994,258
1995,107
1996,56
1997,-124
1998,228
1999,588
2000,172
2001,565
2002,442
2003,-133
2004,386
2005,117
2006,717
2007,461
2008,403
2009,138
2010,241
2011,25
2012,327
2013,191
2014,140
2015,-15
2016,390
