year,annual-estival-days
1987,39
1988,34
1989,52
1990,42
1991,59
1992,47
1993,37
1994,53
1995,47
1996,37
1997,52
1998,42
1999,44
2000,45
2001,45
2002,38
2003,81
2004,49
2005,52
2006,61
2007,54
2008,39
2009,49
2010,42
2011,51
2012,49
2013,50
2014,37
2015,59
2016,56
