year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,19,1,8,4,0,-68,50,27,149
1988,12,9,13,1,2,-7,49,22,207
1989,15,12,105,3,8,23,45,27,132
1990,14,12,46,4,4,-82,59,46,179
1991,22,10,21,3,8,-128,60,27,154
1992,19,4,-35,4,0,-141,54,27,105
1993,14,2,-48,5,2,-171,66,34,171
1994,3,3,-27,4,3,-158,57,38,207
1995,11,0,-21,1,5,-36,68,29,146
1996,12,10,-14,3,3,-65,42,28,101
1997,16,1,-48,6,5,-263,51,36,123
1998,20,10,-47,6,0,-103,38,44,156
1999,12,9,-159,5,5,-234,62,18,193
2000,23,8,68,2,4,18,63,22,187
2001,6,0,58,1,1,-7,64,38,94
2002,12,4,-21,3,1,-103,55,45,102
2003,18,5,-12,3,0,15,53,20,188
2004,20,6,-116,4,6,-208,43,11,188
2005,16,4,35,2,7,-54,69,11,98
2006,4,5,64,4,0,41,84,22,152
2007,17,6,-28,4,1,-124,55,12,140
2008,18,2,-1,4,1,-109,41,20,165
2009,5,2,36,3,0,51,59,25,174
2010,18,6,25,5,0,-55,58,60,158
2011,22,7,-34,4,1,-116,39,40,217
2012,12,3,-41,3,7,-69,46,40,125
2013,23,0,2,3,3,-103,46,37,157
2014,13,4,-36,3,0,-51,49,27,141
2015,13,6,-10,7,5,-95,55,31,166
2016,5,2,14,1,0,-72,54,41,173
2016
2017,20,2,-40,5,7,-214,58,16,121
2018,32,9,-111,5,13,-247,57,19,124
2019,12,3,-77,4,0,-177,47,29,152
2020,16,11,-58,2,3,-186,54,35,119
2021,42,2,-152,2,6,-170,32,14,219
2022,33,0,-83,4,12,-127,46,14,157
2023,22,5,-129,2,6,-317,45,10,86
2024,29,1,-94,3,8,-256,48,21,113
2025,19,0,-160,7,8,-255,40,17,62
2026,10,6,-102,6,0,-249,64,29,169
2027,32,1,-97,7,0,-232,35,21,146
2028,29,6,-85,7,16,-263,47,8,123
2029,34,5,-182,7,6,-381,48,25,102
2030,24,3,-183,6,0,-370,46,19,105
2031,28,5,-85,3,16,-254,50,7,99
2032,37,3,-97,5,17,-287,43,17,157
2033,28,2,-101,5,2,-186,49,21,150
2034,34,4,-131,5,12,-224,41,7,207
2035,24,2,-55,3,3,-122,46,23,109
2036,15,10,-70,8,11,-256,56,15,117
2037,13,4,-77,4,0,-233,56,25,116
2038,11,5,-3,3,3,39,54,10,249
2039,28,4,-63,5,5,-122,37,16,171
2040,38,6,-76,3,15,-181,43,26,118
2041,27,2,-167,5,2,-220,47,17,139
2042,29,1,-156,6,0,-277,29,22,39
2043,27,1,-116,4,14,-173,53,9,273
2044,34,7,-107,6,10,-188,35,22,210
2045,31,5,-102,3,23,-275,39,25,118
2046,27,8,-69,6,8,-226,43,19,98
