year,F1,F3,M4
,label F1,label F3,label M4
1987,40,124,2
1988,53,128,1
1989,65,151,1
1990,84,141,2
1991,83,138,0
1992,71,129,1
1993,71,130,2
1994,77,135,2
1995,52,145,0
1996,80,132,2
1997,71,125,3
1998,74,130,3
1999,82,143,3
2000,93,148,0
2001,65,132,1
2002,70,126,1
2003,67,142,1
2004,58,126,0
2005,58,137,1
2006,49,138,0
2007,63,131,1
2008,68,132,1
2009,43,128,0
2010,74,134,2
2011,69,129,2
2012,69,130,2
2013,51,118,2
2014,69,141,2
2015,72,136,3
2016,57,129,2
2016
2017,52,131,2
2018,75,140,1
2019,77,128,0
2020,78,135,1
2021,74,134,0
2022,47,118,1
2023,39,131,3
2024,65,141,3
2025,54,127,3
2026,55,131,3
2027,40,123,3
2028,37,141,3
2029,53,126,5
2030,49,124,1
2031,63,128,2
2032,37,135,2
2033,41,126,3
2034,68,136,0
2035,55,129,1
2036,60,133,4
2037,48,133,1
2038,68,134,0
2039,59,133,1
2040,47,124,1
2041,60,139,3
2042,38,116,2
2043,69,137,1
2044,73,129,2
2045,78,132,1
2046,44,130,2

min,,80,0
max,,170,7
steps,,10,8
decimal
