year,annual-frozen-days
1987,99
1988,62
1989,80
1990,58
1991,82
1992,56
1993,76
1994,44
1995,66
1996,99
1997,86
1998,74
1999,64
2000,39
2001,66
2002,39
2003,73
2004,75
2005,79
2006,77
2007,40
2008,61
2009,71
2010,86
2011,60
2012,61
2013,96
2014,24
2015,50
2016,59
