year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1503,10,-79,1
1988,1534,9,61,0
1989,1485,10,-7,7
1990,1592,13,-92,8
1991,1492,11,-118,4
1992,1449,10,-200,2
1993,1376,10,-185,2
1994,1454,12,-176,0
1995,1414,10,-10,1
1996,1579,10,-132,0
1997,1700,11,-295,2
1998,1618,9,-114,1
1999,1418,11,-225,10
2000,1349,10,16,5
2001,1465,12,-62,6
2002,1479,9,-156,0
2003,1453,9,32,7
2004,1676,8,-203,1
2005,1386,12,-38,3
2006,1027,10,24,5
2007,1503,9,-149,1
2008,1548,11,-102,2
2009,1260,10,-12,7
2010,1364,9,41,0
2011,1508,9,-65,4
2012,1641,11,-63,0
2013,1676,11,-143,1
2014,1338,10,-109,9
2015,1550,12,-110,2
2016,1392,10,12,4
2016
2017,1634,12,-171,2
2018,1772,11,-263,3
2019,1735,12,-166,0
2020,1559,9,-167,2
2021,1662,9,-169,2
2022,1875,14,-169,0
2023,1639,11,-345,1
2024,1677,10,-289,1
2025,1729,10,-328,3
2026,1295,9,-237,3
2027,1754,13,-279,5
2028,1826,12,-204,5
2029,1755,12,-438,1
2030,1646,10,-416,0
2031,1753,10,-182,6
2032,1972,12,-209,1
2033,1677,10,-184,0
2034,2042,13,-225,0
2035,1684,12,-187,4
2036,1705,12,-317,3
2037,1492,11,-191,4
2038,1535,11,58,5
2039,1873,11,-202,0
2040,2037,12,-215,2
2041,1567,11,-284,4
2042,1805,9,-387,1
2043,1864,14,-100,8
2044,1977,11,-105,6
2045,2130,12,-321,0
2046,1787,11,-252,2

min,1000,6
max,2500,16
steps,7,11
decimal
