year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,129,96,17,175
1988,344,-96,-54,224
1989,81,-31,-117,234
1990,142,19,-118,296
1991,72,-85,-65,201
1992,18,-99,-199,185
1993,5,-24,33,311
1994,188,33,-70,107
1995,109,-45,-70,114
1996,-17,-116,-104,293
1997,-10,-82,-108,77
1998,75,26,-19,146
1999,228,73,-28,315
2000,20,-131,79,203
2001,335,7,34,190
2002,167,-39,-90,405
2003,43,-191,-198,213
2004,200,-122,-6,315
2005,75,-45,-70,157
2006,283,25,177,231
2007,239,-16,74,163
2008,176,-51,70,208
2009,131,-107,-164,278
2010,95,-76,10,212
2011,18,-199,-15,221
2012,30,-4,-28,329
2013,59,-9,-72,212
2014,79,-111,27,145
2015,130,-50,-150,55
2016,252,238,-210,110
