year,A1,A2,A3
,label A1,label A2,label A3
1987,7,2632,64
1988,13,2742,104
1989,24,3071,180
1990,26,3211,173
1991,23,3111,158
1992,10,2857,86
1993,12,3054,99
1994,8,3067,79
1995,27,2992,173
1996,13,2894,111
1997,24,2886,199
1998,18,3109,117
1999,13,2996,147
2000,15,3190,142
2001,13,2959,101
2002,16,2918,98
2003,21,3023,155
2004,27,2690,189
2005,17,2737,114
2006,5,2858,44
2007,16,2575,112
2008,11,2751,90
2009,2,2661,28
2010,20,3253,144
2011,12,2757,94
2012,26,3123,176
2013,22,2749,156
2014,11,3037,83
2015,20,2949,141
2016,12,2924,79
2016
2017,34,2668,253
2018,45,2859,317
2019,28,2740,190
2020,17,2921,132
2021,25,2746,210
2022,50,2456,284
2023,26,2520,206
2024,33,2794,255
2025,36,2511,225
2026,11,2645,85
2027,15,2392,156
2028,54,2577,338
2029,30,2509,269
2030,21,2247,150
2031,48,2407,316
2032,60,2587,355
2033,28,2457,186
2034,53,2515,372
2035,34,2630,206
2036,26,2518,197
2037,24,2768,162
2038,28,2543,185
2039,37,2629,241
2040,49,2484,341
2041,20,2744,141
2042,29,2356,185
2043,59,2697,370
2044,49,2622,314
2045,54,2595,383
2046,38,2716,253

min,,1800
max,,3400
steps,,9
decimal
