year,annual-hydric-deficit
1987,-144
1988,-29
1989,-357
1990,-412
1991,-205
1992,-130
1993,-61
1994,104
1995,-131
1996,-307
1997,-197
1998,-8
1999,56
2000,61
2001,17
2002,19
2003,-127
2004,-212
2005,-331
2006,-134
2007,17
2008,-28
2009,-68
2010,-225
2011,-253
2012,-39
2013,-38
2014,-75
2015,-155
2016,-143
