year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,611,616,-226,-332,72,11.9,4368,37,18.0,24
1988,674,645,-191,-317,76,12.1,4442,57,19.4,38
1989,630,628,-202,-371,71,11.1,4077,40,18.4,54
1990,583,634,-266,-355,41,11.8,4340,31,18.6,26
1991,535,762,-556,-474,-57,12.9,4723,60,19.8,21
1992,529,618,-331,-403,27,13.0,4755,41,18.2,14
1993,547,758,-519,-560,-16,11.4,4167,27,16.9,25
1994,531,748,-516,-480,8,11.5,4228,50,19.0,48
1995,547,623,-312,-442,160,11.8,4314,41,18.7,35
1996,628,733,-404,-405,28,12.2,4438,55,19.3,24
1997,674,693,-282,-333,77,11.5,4201,36,17.6,29
1998,485,622,-364,-392,58,11.6,4263,43,18.1,34
1999,593,768,-528,-542,27,12.3,4508,38,18.8,24
2000,606,723,-385,-421,-11,11.3,4122,45,18.8,40
2001,575,625,-276,-394,129,12.1,4438,45,18.2,43
2002,541,625,-301,-360,46,11.1,4075,30,17.5,34
2003,483,623,-360,-417,34,11.5,4205,25,17.2,27
2004,606,653,-286,-420,104,12.2,4449,48,18.0,25
2005,566,627,-268,-364,52,11.7,4266,58,19.2,38
2006,630,613,-194,-277,56,11.3,4150,45,18.1,50
2007,474,640,-385,-432,5,12.4,4524,49,19.1,28
2008,534,619,-294,-312,17,11.3,4150,33,18.0,45
2009,544,631,-306,-390,25,11.7,4307,54,19.1,42
2010,716,608,-115,-256,128,11.7,4297,39,17.8,39
2011,582,649,-293,-392,44,12.4,4554,47,18.7,29
2012,449,644,-408,-440,20,10.6,3907,40,17.2,56
2013,726,612,-93,-247,155,11.5,4227,42,18.7,27
2014,587,657,-297,-394,53,12.1,4425,54,18.8,32
2015,597,649,-269,-383,84,11.7,4283,52,18.6,41
2016,555,637,-310,-376,22,12.5,4572,42,18.6,23
2016
2017,505,720,-447,-541,53,13.6,4965,89,20.1,20
2018,539,651,-337,-437,102,12.3,4510,56,18.5,30
2019,591,672,-293,-488,61,12.6,4622,60,19.3,25
2020,475,682,-450,-472,57,13.6,4961,82,20.5,16
2021,577,770,-477,-583,109,13.0,4758,58,19.0,26
2022,611,665,-280,-411,82,12.6,4594,66,19.6,19
2023,508,839,-647,-589,27,12.9,4717,64,20.0,28
2024,511,781,-579,-575,-27,12.8,4693,72,19.7,25
2025,599,636,-255,-383,84,12.8,4672,69,19.9,30
2026,659,778,-419,-518,79,12.5,4579,64,20.5,32
2027,479,783,-602,-566,11,12.5,4586,71,19.3,32
2028,496,631,-363,-383,12,12.8,4684,72,20.5,28
2029,702,803,-431,-588,82,12.1,4402,51,18.8,17
2030,719,767,-337,-465,71,12.4,4519,61,20.1,34
2031,544,671,-358,-500,127,12.5,4574,84,19.9,35
2032,609,660,-279,-456,139,12.5,4575,64,20.3,36
2033,508,649,-377,-498,68,12.9,4707,60,20.3,19
2034,590,646,-283,-432,115,12.4,4531,46,19.5,28
2035,500,685,-405,-503,45,12.5,4554,79,19.8,30
2036,500,699,-416,-557,52,12.9,4724,89,20.0,30
2037,516,687,-410,-494,46,13.2,4820,67,19.1,24
2038,478,644,-381,-430,34,13.0,4756,67,20.8,15
2039,428,644,-430,-446,50,12.6,4624,47,18.7,19
2040,502,612,-327,-436,121,11.9,4365,50,18.9,26
2041,610,694,-313,-467,103,13.5,4940,90,20.2,10
2042,559,691,-354,-540,126,12.7,4639,82,20.3,32
2043,551,684,-351,-446,60,12.8,4699,67,20.3,18
2044,518,669,-363,-464,34,12.6,4627,53,18.8,26
2045,608,681,-298,-434,92,13.3,4843,76,19.9,12
2046,482,716,-462,-535,84,12.6,4620,90,20.4,54
