year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,92,121,150,274
1988,313,152,126,113
1989,171,133,76,210
1990,136,113,40,170
1991,162,124,111,151
1992,66,124,160,287
1993,82,243,144,220
1994,209,188,227,249
1995,340,84,129,151
1996,165,86,106,202
1997,143,181,96,236
1998,123,237,202,222
1999,136,209,229,275
2000,113,207,144,331
2001,297,122,227,143
2002,187,109,201,302
2003,151,129,201,244
2004,226,95,124,168
2005,93,150,62,197
2006,164,74,209,240
2007,220,222,178,132
2008,189,220,148,159
2009,143,199,89,297
2010,187,91,93,213
2011,137,80,175,179
2012,62,228,121,335
2013,204,188,88,252
2014,219,199,192,131
2015,175,173,188,143
2016,281,209,50,98
