year,annual-frozen-days
1987,51
1988,15
1989,36
1990,20
1991,41
1992,24
1993,33
1994,8
1995,29
1996,34
1997,25
1998,32
1999,21
2000,16
2001,33
2002,14
2003,36
2004,35
2005,47
2006,37
2007,24
2008,23
2009,34
2010,53
2011,18
2012,29
2013,28
2014,7
2015,22
2016,16
