year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,1594,12,-332,0
1988,1738,12,-317,0
1989,1595,12,-371,1
1990,1606,13,-355,0
1991,1875,13,-474,0
1992,1661,11,-403,1
1993,1454,10,-560,2
1994,1659,14,-480,0
1995,1574,11,-442,1
1996,1631,10,-405,1
1997,1399,11,-333,5
1998,1615,10,-392,4
1999,1619,12,-542,2
2000,1574,11,-421,1
2001,1653,9,-394,2
2002,1465,10,-360,1
2003,1449,10,-417,1
2004,1636,10,-420,0
2005,1652,13,-364,3
2006,1615,11,-277,2
2007,1746,13,-432,0
2008,1517,11,-312,2
2009,1605,11,-390,6
2010,1559,11,-256,0
2011,1753,12,-392,0
2012,1467,10,-440,3
2013,1590,13,-247,0
2014,1766,10,-394,0
2015,1781,12,-383,0
2016,1756,13,-376,0
2016
2017,2133,12,-541,0
2018,1755,10,-437,0
2019,1804,11,-488,2
2020,1956,15,-472,3
2021,1873,13,-583,2
2022,1899,12,-411,0
2023,1892,12,-589,0
2024,1854,11,-575,1
2025,1790,12,-383,8
2026,1837,15,-518,1
2027,1884,12,-566,2
2028,1855,13,-383,0
2029,1710,11,-588,1
2030,1864,15,-465,4
2031,1894,12,-500,0
2032,1891,13,-456,0
2033,1820,14,-498,0
2034,1787,13,-432,0
2035,1949,11,-503,1
2036,1998,13,-557,0
2037,1883,13,-494,1
2038,1827,13,-430,5
2039,1716,11,-446,0
2040,1569,11,-436,2
2041,2086,12,-467,0
2042,1993,13,-540,0
2043,1913,13,-446,0
2044,1878,12,-464,0
2045,1985,13,-434,0
2046,2031,15,-535,0

min,1000,7
max,2500,17
steps,7,11
decimal
