year,annual-estival-days
1987,44
1988,27
1989,83
1990,62
1991,55
1992,38
1993,28
1994,50
1995,63
1996,50
1997,65
1998,43
1999,57
2000,47
2001,53
2002,35
2003,78
2004,59
2005,64
2006,70
2007,20
2008,30
2009,60
2010,65
2011,45
2012,43
2013,57
2014,44
2015,52
2016,60
