year,F1,F3,M4
,label F1,label F3,label M4
1987,49,118,4
1988,35,110,1
1989,48,121,1
1990,40,110,1
1991,32,109,3
1992,26,109,3
1993,39,124,3
1994,51,128,3
1995,42,107,2
1996,30,113,4
1997,43,119,3
1998,39,114,2
1999,33,112,3
2000,37,123,4
2001,48,115,3
2002,44,125,4
2003,33,112,2
2004,37,110,3
2005,29,124,2
2006,53,119,3
2007,44,114,2
2008,37,120,1
2009,35,122,4
2010,44,126,1
2011,25,105,0
2012,47,127,5
2013,40,125,2
2014,45,110,3
2015,43,118,3
2016,33,113,1
2016
2017,30,112,4
2018,41,105,4
2019,35,123,4
2020,21,116,4
2021,36,109,6
2022,31,112,3
2023,24,109,2
2024,30,120,4
2025,37,116,4
2026,35,114,4
2027,33,126,4
2028,34,112,3
2029,38,111,4
2030,28,129,2
2031,28,120,5
2032,37,113,5
2033,23,115,6
2034,34,118,3
2035,29,122,5
2036,31,110,7
2037,30,111,4
2038,25,111,3
2039,28,117,3
2040,31,120,3
2041,36,113,4
2042,51,116,2
2043,22,114,3
2044,39,112,4
2045,27,114,2
2046,30,119,4

min,,80,0
max,,170,10
steps,,10,11
decimal
