year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.3,13.7,19.0,9.1
1988,7.7,14.7,17.7,9.4
1989,7.8,14.9,19.7,9.8
1990,9.1,14.5,19.9,9.3
1991,5.9,13.1,20.0,8.0
1992,6.5,14.4,18.4,9.3
1993,7.2,14.3,16.9,7.7
1994,8.4,14.1,19.1,11.1
1995,8.2,14.2,19.8,9.7
1996,6.4,14.1,18.0,8.3
1997,7.0,14.3,20.0,10.3
1998,7.7,14.6,18.4,8.9
1999,7.6,14.8,19.8,9.2
2000,7.2,14.9,18.6,10.5
2001,7.9,14.4,18.3,9.1
2002,8.7,14.3,17.8,10.8
2003,6.8,15.9,20.4,9.0
2004,6.9,14.5,19.2,9.2
2005,6.6,15.1,19.2,9.6
2006,5.5,15.1,20.7,10.8
2007,8.8,16.0,17.1,8.7
2008,8.1,14.6,17.6,8.6
2009,5.8,14.9,19.2,10.1
2010,5.5,14.7,19.2,7.8
2011,7.5,16.1,18.4,11.6
2012,6.8,14.1,18.4,10.2
2013,5.6,13.1,19.6,10.0
2014,8.7,14.9,18.8,10.9
2015,6.7,15.4,18.7,11.7
2016,7.5,14.1,20.1,8.7
