year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,10,3,-153,6,0,-256,61,2,76
1988,14,0,-92,5,2,-240,56,23,113
1989,18,1,-123,5,1,-292,59,17,72
1990,11,0,-87,1,2,-256,67,9,56
1991,23,1,-155,7,1,-357,46,8,57
1992,9,0,-98,5,1,-284,49,3,37
1993,9,0,-184,7,0,-408,53,8,42
1994,16,4,-154,4,0,-343,53,11,71
1995,11,0,-153,7,0,-335,68,16,74
1996,22,1,-55,7,5,-301,69,12,43
1997,13,0,-84,4,2,-268,64,3,57
1998,22,0,-152,7,1,-321,47,17,101
1999,8,0,-174,9,2,-406,63,13,84
2000,7,3,-97,4,0,-297,70,12,55
2001,12,0,-120,7,3,-302,52,16,92
2002,7,0,-69,9,1,-255,63,9,74
2003,7,0,-171,5,0,-349,50,15,42
2004,17,0,-155,6,1,-365,54,9,57
2005,19,2,-126,6,2,-291,57,13,69
2006,13,4,-84,5,0,-268,60,18,93
2007,12,1,-165,4,1,-327,58,7,50
2008,12,1,-96,6,1,-230,61,15,99
2009,19,1,-116,7,3,-320,53,18,82
2010,18,0,-70,3,0,-213,59,15,88
2011,10,0,-151,5,0,-294,52,20,91
2012,11,1,-134,7,3,-366,57,27,73
2013,3,0,-68,5,4,-175,58,8,100
2014,27,0,-71,6,0,-278,54,10,36
2015,22,4,-159,8,2,-320,47,15,113
2016,15,0,-137,3,3,-263,44,10,54
2016
2017,42,4,-209,6,7,-434,31,2,70
2018,24,0,-167,6,4,-361,48,9,72
2019,23,0,-127,7,4,-376,43,4,26
2020,30,2,-178,11,4,-392,36,4,100
2021,28,0,-187,8,5,-466,35,8,59
2022,32,0,-137,7,9,-358,40,6,90
2023,26,1,-193,6,14,-450,58,16,119
2024,22,6,-170,9,1,-451,44,1,57
2025,25,2,-149,7,3,-323,49,8,147
2026,13,2,-119,6,1,-402,50,13,62
2027,33,2,-192,6,2,-438,36,6,55
2028,26,0,-72,8,5,-292,59,12,69
2029,22,0,-207,7,5,-476,53,5,67
2030,22,5,-183,5,7,-370,45,8,107
2031,34,0,-156,7,3,-423,49,15,28
2032,19,2,-161,6,6,-374,52,15,62
2033,22,0,-147,9,11,-396,62,5,13
2034,13,0,-139,6,7,-336,51,5,87
2035,36,0,-161,7,11,-412,47,13,76
2036,38,1,-184,8,9,-461,35,14,37
2037,27,3,-187,6,2,-430,42,8,53
2038,12,0,-102,5,16,-346,63,5,41
2039,23,0,-130,4,7,-332,47,0,32
2040,16,0,-142,8,6,-363,69,12,76
2041,42,0,-140,4,7,-378,35,6,30
2042,28,0,-146,6,3,-374,46,7,24
2043,21,0,-139,5,7,-333,51,14,58
2044,11,1,-148,6,0,-350,28,10,52
2045,29,2,-121,3,3,-337,42,1,75
2046,36,3,-134,5,5,-364,39,21,44

min,,,,0
max,,,,14
steps,,,,8
decimal
