year,annual-hydric-deficit
1987,-631
1988,-710
1989,-610
1990,-799
1991,-874
1992,-648
1993,-552
1994,-697
1995,-723
1996,-521
1997,-301
1998,-658
1999,-558
2000,-500
2001,-588
2002,-620
2003,-583
2004,-741
2005,-841
2006,-661
2007,-805
2008,-767
2009,-763
2010,-452
2011,-819
2012,-905
2013,-603
2014,-709
2015,-840
2016,-584
