year,annual-frozen-days
1987,40
1988,46
1989,38
1990,52
1991,46
1992,57
1993,50
1994,34
1995,33
1996,34
1997,21
1998,40
1999,52
2000,56
2001,82
2002,60
2003,74
2004,106
2005,117
2006,84
2007,105
2008,103
2009,102
2010,95
2011,65
2012,96
2013,89
2014,50
2015,76
2016,72
