year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-FGN,label C2,label C3-FGN,label C12,label M1-FGN,label M2,label M8,label Co2,label Co3
1987,2,3,-302,8,3,-491,43,18,68
1988,7,6,-382,10,3,-627,37,4,43
1989,1,4,-339,9,2,-577,46,9,15
1990,1,5,-356,9,4,-655,47,9,6
1991,0,3,-398,8,0,-638,47,10,49
1992,0,0,-376,8,0,-575,47,22,26
1993,1,0,-360,9,1,-594,44,6,40
1994,2,0,-375,7,2,-494,38,17,89
1995,0,0,-302,9,0,-526,52,6,18
1996,3,1,-409,9,0,-559,32,17,43
1997,2,2,-380,11,2,-638,39,10,28
1998,0,0,-331,9,0,-603,50,8,19
1999,5,0,-367,9,2,-590,38,11,46
2000,2,0,-375,8,2,-597,56,13,19
2001,0,0,-323,7,0,-493,43,3,25
2002,2,1,-338,7,8,-581,44,9,14
2003,4,0,-373,9,1,-585,28,6,31
2004,5,2,-351,10,1,-592,44,5,13
2005,1,0,-338,10,2,-591,44,21,46
2006,1,1,-352,7,0,-543,51,9,74
2007,2,3,-244,6,0,-478,53,11,18
2008,0,1,-339,9,10,-574,44,10,24
2009,1,1,-352,8,0,-542,42,16,11
2010,1,4,-312,8,3,-576,43,6,21
2011,3,0,-314,8,1,-602,34,6,0
2012,2,0,-353,9,3,-611,53,11,23
2013,1,2,-306,9,0,-537,54,2,29
2014,0,2,-270,8,1,-550,54,17,33
2015,0,4,-272,9,0,-545,58,17,21
2016,1,0,-342,7,5,-579,35,15,10
2016
2017,0,0,-303,11,9,-611,37,10,37
2018,4,1,-326,6,4,-592,37,6,35
2019,5,0,-375,7,3,-640,34,4,23
2020,8,1,-422,4,0,-657,39,4,24
2021,13,0,-292,4,4,-510,49,5,63
2022,8,0,-393,10,9,-681,41,9,4
2023,9,6,-384,9,4,-597,24,4,20
2024,0,1,-441,10,4,-652,33,12,69
2025,3,0,-485,7,6,-663,33,9,34
2026,0,0,-294,7,1,-511,49,7,96
2027,6,1,-446,7,2,-684,36,4,4
2028,3,0,-369,8,17,-563,27,4,49
2029,5,0,-415,7,11,-633,35,14,15
2030,7,0,-402,7,14,-598,39,9,43
2031,5,0,-411,10,7,-624,17,5,28
2032,3,0,-380,6,7,-608,36,20,23
2033,0,0,-248,7,14,-577,61,8,5
2034,1,0,-366,9,4,-594,32,11,46
2035,4,0,-370,8,16,-723,35,0,18
2036,6,0,-242,9,1,-491,34,7,3
2037,8,0,-382,10,14,-630,31,4,21
2038,10,0,-344,10,7,-624,31,13,20
2039,6,0,-365,7,7,-657,32,17,8
2040,3,0,-341,7,0,-598,33,1,57
2041,6,0,-294,6,4,-543,33,6,20
2042,16,0,-441,5,3,-668,38,2,22
2043,8,0,-346,6,18,-656,35,12,43
2044,4,0,-425,9,2,-674,40,15,11
2045,6,0,-363,11,0,-668,33,2,25
2046,7,1,-422,6,13,-629,27,14,29

min,,,,0,,,0
max,,,,12,,,72
steps,,,,13,,,10
decimals
