year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2,label C3,label C12,label M1,label M2,label M8,label Co2,label Co3
1987,7,6,-50,6,1,-209,71,22,136
1988,12,3,-102,5,0,-272,65,20,107
1989,5,4,-50,4,0,-155,76,18,130
1990,9,1,-82,4,0,-221,69,37,112
1991,12,1,-98,6,1,-321,83,23,100
1992,5,7,-9,5,0,-170,81,21,69
1993,8,9,-174,5,0,-418,82,13,93
1994,12,0,-152,6,0,-421,65,30,56
1995,6,8,-88,8,0,-300,71,18,77
1996,6,8,-73,6,0,-261,69,23,95
1997,9,1,-157,4,1,-334,70,22,90
1998,3,1,41,4,0,-72,76,34,161
1999,9,4,-132,5,0,-398,71,30,127
2000,8,14,-81,7,1,-338,80,23,67
2001,7,7,48,3,0,-100,67,16,176
2002,9,6,16,6,3,-184,80,30,83
2003,5,1,56,6,0,-152,78,28,36
2004,9,2,-55,7,0,-265,74,15,74
2005,0,9,41,2,0,-82,89,27,69
2006,4,6,7,5,0,-200,70,26,114
2007,8,11,45,6,0,-128,55,38,127
2008,5,2,-128,4,0,-279,74,26,145
2009,14,2,-20,5,1,-186,72,28,114
2010,6,3,75,1,0,-40,64,27,91
2011,5,6,-19,5,0,-208,76,22,57
2012,5,2,-82,7,0,-229,70,15,193
2013,1,1,-61,5,2,-215,66,23,135
2014,11,11,-92,4,0,-157,72,13,187
2015,3,11,62,3,0,-48,73,18,166
2016,8,3,-67,5,0,-187,65,37,125
2016
2017,9,7,-53,7,4,-294,65,29,104
2018,16,3,-131,7,1,-317,62,39,119
2019,5,0,-146,7,3,-375,66,11,81
2020,21,4,-153,8,2,-317,61,30,150
2021,32,2,-150,8,10,-416,54,18,63
2022,16,0,-68,6,5,-263,62,19,81
2023,15,7,-73,4,2,-270,67,15,163
2024,16,0,-201,4,7,-474,50,16,98
2025,6,2,-124,8,0,-334,69,27,74
2026,19,2,-171,8,4,-403,53,14,126
2027,17,3,-191,5,2,-342,65,4,167
2028,9,1,-77,7,0,-204,62,19,139
2029,8,1,-67,6,3,-327,75,15,56
2030,32,7,-131,7,7,-422,47,34,66
2031,19,8,-77,7,0,-298,49,20,63
2032,5,0,-95,8,0,-285,65,28,148
2033,17,2,-100,5,5,-305,61,8,96
2034,20,4,-103,7,6,-289,66,26,148
2035,16,6,-157,5,4,-324,61,14,124
2036,10,0,-65,7,2,-248,58,13,114
2037,23,8,-116,5,2,-348,62,17,147
2038,1,0,-19,6,1,-240,73,9,75
2039,8,5,-57,7,0,-190,69,18,188
2040,11,2,-83,6,1,-289,62,12,25
2041,13,1,-135,7,5,-374,56,15,73
2042,10,7,-168,6,0,-372,64,12,188
2043,9,0,-119,6,0,-246,67,27,154
2044,19,1,-58,4,2,-220,55,21,88
2045,18,0,0,5,0,-171,61,20,53
2046,5,6,-127,8,0,-324,71,9,102

min,,0
max,,16
steps,,9
decimal
