year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,19,-135,-190,87
1988,3,22,-212,-33
1989,-64,-178,-301,-7
1990,-61,-66,-267,36
1991,59,-99,-228,77
1992,24,-75,-229,115
1993,-74,-87,-188,83
1994,-33,-151,-250,12
1995,-46,-212,-296,29
1996,84,-180,-226,168
1997,-81,-222,-242,31
1998,-76,-182,-261,71
1999,-20,-152,-234,139
2000,-65,-105,-242,85
2001,27,-179,-264,-29
2002,-43,-44,-168,53
2003,12,-263,-331,130
2004,45,-78,-194,97
2005,19,-144,-182,85
2006,56,-206,-179,-27
2007,13,-97,-195,1
2008,-2,-120,-285,98
2009,-14,-118,-340,-6
2010,34,-147,-302,19
2011,22,-245,-259,56
2012,-89,-176,-269,53
2013,168,3,-171,179
2014,115,-69,-80,118
2015,86,-150,-181,24
2016,102,-125,-248,70
2017,108,-167,-163,62
2018,261,51,-152,136
2019,31,-82,-158,299
2020,83,30,-164,167
