year,annual-frozen-days
1987,58
1988,50
1989,51
1990,56
1991,70
1992,47
1993,49
1994,32
1995,44
1996,42
1997,36
1998,42
1999,51
2000,36
2001,50
2002,23
2003,47
2004,51
2005,91
2006,64
2007,43
2008,50
2009,54
2010,76
2011,33
2012,53
2013,64
2014,23
2015,43
2016,25
2017,44
2018,26
2019,29
2020,21
