year,annual-estival-days
1987,41
1988,35
1989,56
1990,47
1991,56
1992,38
1993,35
1994,59
1995,48
1996,38
1997,56
1998,42
1999,51
2000,46
2001,46
2002,34
2003,83
2004,56
2005,58
2006,75
2007,47
2008,42
2009,67
2010,55
2011,64
2012,57
2013,49
2014,36
2015,54
2016,56
2017,54
2018,61
2019,63
2020,58

min,0
max,100
steps,11
decimal
