year,F1,F3,M4
,label F1,label F3,label M4
1987,55,135,3
1988,68,146,3
1989,58,153,2
1990,57,136,1
1991,52,123,1
1992,64,148,2
1993,70,157,2
1994,71,147,4
1995,59,136,3
1996,77,146,3
1997,56,135,2
1998,59,130,2
1999,63,142,3
2000,85,157,5
2001,87,147,1
2002,41,149,2
2003,58,150,2
2004,70,141,3
2005,69,154,2
2006,42,134,1
2007,29,146,2
2008,57,138,1
2009,53,139,2
2010,33,140,0
2011,59,138,2
2012,57,135,4
2013,65,138,3
2014,72,150,0
2015,82,150,1
2016,53,138,1
2016
2017,41,147,5
2018,43,129,4
2019,55,138,5
2020,31,140,4
2021,51,130,5
2022,46,130,4
2023,53,143,2
2024,58,138,5
2025,32,135,6
2026,25,126,4
2027,57,137,2
2028,45,138,3
2029,59,134,3
2030,49,137,5
2031,61,137,3
2032,64,124,5
2033,55,128,3
2034,59,148,3
2035,42,129,4
2036,36,115,5
2037,27,139,5
2038,58,136,5
2039,59,140,4
2040,47,140,3
2041,48,130,6
2042,33,139,4
2043,44,134,3
2044,42,135,3
2045,48,137,4
2046,59,135,5

min,,100
max,,170
steps,,11
decimal


