year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,3.4,12.5,19.1,8.7
1988,5.5,12.9,17.7,8.4
1989,6.4,13.2,18.6,9.5
1990,7.7,13.0,18.9,7.1
1991,5.2,11.3,19.4,6.7
1992,4.4,12.7,18.4,8.0
1993,5.2,13.5,17.4,7.6
1994,6.3,12.9,19.3,9.3
1995,5.6,13.0,18.0,9.3
1996,5.3,13.3,16.9,7.7
1997,7.4,13.7,19.0,9.2
1998,6.8,13.2,18.2,6.9
1999,5.3,13.8,19.1,7.3
2000,5.8,13.8,18.1,8.6
2001,7.0,13.3,17.8,7.4
2002,6.8,13.5,17.2,9.3
2003,5.1,15.5,20.8,8.2
2004,5.3,13.5,18.9,8.8
2005,4.4,14.7,18.3,7.8
2006,5.5,14.7,19.7,10.5
2007,7.4,14.9,17.8,8.3
2008,7.5,13.5,17.9,7.5
2009,4.9,14.3,19.4,8.9
2010,3.6,13.2,18.7,7.0
2011,5.6,15.0,18.7,9.9
2012,4.5,13.8,18.4,9.1
2013,4.7,11.6,19.0,8.5
2014,6.8,14.0,18.0,10.1
2015,5.4,14.7,18.4,9.8
2016,6.5,13.1,19.2,9.1
2017,6.1,14.8,18.2,8.2
2018,5.4,14.0,19.9,9.6
2019,6.2,13.1,19.6,9.7
2020,7.4,14.6,19.5,8.6
