year,annual-precipitations
1987,595
1988,560
1989,417
1990,470
1991,590
1992,751
1993,587
1994,512
1995,457
1996,762
1997,478
1998,503
1999,661
2000,603
2001,494
2002,714
2003,601
2004,646
2005,559
2006,444
2007,475
2008,567
2009,522
2010,558
2011,574
2012,455
2013,976
2014,927
2015,655
2016,649
2017,698
2018,1125
2019,981
2020,958

