year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,993,616,107,-174,195,9.7,3578,20,16.3,71
1988,785,597,-75,-306,119,9.2,3439,17,15.2,81
1989,845,575,12,-137,77,9.1,3360,17,16.0,71
1990,1008,606,144,-280,285,9.2,3456,21,16.3,84
1991,1001,750,-76,-365,198,10.6,3887,42,19.3,60
1992,879,575,53,-157,178,9.2,3402,13,16.4,69
1993,758,727,-308,-488,145,9.4,3516,22,17.0,76
1994,726,755,-356,-489,153,9.5,3627,30,17.7,89
1995,799,609,-68,-241,100,9.6,3603,25,16.8,76
1996,980,677,-19,-236,167,9.0,3358,12,15.9,88
1997,818,758,-268,-446,99,10.3,3810,24,17.4,67
1998,1247,597,387,-53,245,9.3,3460,19,15.6,72
1999,803,733,-277,-394,54,9.6,3575,37,17.5,79
2000,717,682,-278,-362,73,8.6,3212,18,16.0,104
2001,1098,604,240,-28,145,9.5,3616,28,17.5,91
2002,1068,591,214,-184,322,9.1,3341,20,16.2,75
2003,933,582,73,-96,177,9.3,3463,24,17.0,93
2004,714,605,-171,-269,46,9.8,3603,22,16.4,68
2005,985,575,144,-119,171,9.0,3366,8,16.4,92
2006,1019,613,134,-182,230,9.8,3622,21,16.6,64
2007,987,630,115,-116,112,9.4,3519,23,16.5,95
2008,907,591,56,-287,149,9.2,3389,8,16.0,68
2009,902,601,32,-211,208,9.6,3544,24,16.1,77
2010,966,606,97,-56,111,9.7,3596,14,15.9,57
2011,829,596,-24,-251,105,9.5,3547,18,16.0,70
2012,1038,620,155,-156,183,10.1,3749,17,17.0,61
2013,1114,618,229,-179,253,9.7,3634,18,16.8,74
2014,1044,615,171,-159,211,9.5,3565,19,16.9,77
2015,1026,592,181,-71,191,9.1,3412,19,16.8,85
2016,914,620,29,-180,131,9.6,3561,27,16.6,77
2016
2017,780,657,-138,-302,92,10.6,3888,50,19.6,85
2018,855,679,-82,-350,199,10.6,3872,51,18.8,70
2019,724,652,-214,-400,67,10.8,3950,31,18.4,56
2020,837,678,-107,-348,140,10.9,4034,60,19.4,69
2021,950,823,-205,-550,233,11.2,4106,53,18.1,64
2022,922,655,-3,-320,265,11.1,4076,44,19.2,51
2023,956,753,-140,-311,144,10.3,3799,38,17.4,53
2024,879,809,-264,-518,208,11.0,4050,50,19.3,64
2025,811,593,-74,-315,119,10.3,3792,19,16.3,67
2026,821,776,-284,-427,85,11.5,4207,51,18.5,37
2027,998,740,-70,-375,251,10.9,4003,50,18.2,52
2028,864,606,2,-214,148,9.9,3623,25,17.4,61
2029,967,761,-154,-378,158,10.5,3855,41,18.0,55
2030,918,839,-233,-512,106,10.9,4071,74,20.0,75
2031,926,668,8,-326,262,10.5,3860,42,17.7,79
2032,987,606,109,-210,189,9.8,3661,17,15.6,75
2033,961,655,43,-288,164,11.0,4020,48,18.3,46
2034,873,657,-72,-291,153,10.4,3837,54,19.4,79
2035,833,654,-86,-376,250,10.9,4027,37,17.5,47
2036,1155,656,210,-236,311,11.4,4171,37,17.9,33
2037,1056,628,155,-217,287,10.4,3825,49,17.5,55
2038,968,609,95,-209,196,10.0,3681,28,17.7,52
2039,973,636,89,-146,164,10.0,3678,33,18.3,70
2040,747,617,-152,-356,83,10.6,3918,38,17.2,49
2041,735,676,-227,-406,158,11.5,4218,50,18.4,49
2042,956,612,74,-264,267,10.7,3895,37,17.2,47
2043,1019,634,98,-158,227,10.7,3931,49,18.4,61
2044,834,653,-97,-259,124,11.0,4033,43,17.8,64
2045,1056,631,147,-124,220,10.6,3879,34,17.3,55
2046,847,647,-74,-369,209,10.5,3871,33,18.1,54

min,700,500,,,,8,3000,0,18
max,1300,1000,,,,14,5000,90,24
steps,11,11,,,,7,11,10,7
decimal



