year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,118,147,142,188
1988,120,266,95,79
1989,71,129,91,126
1990,69,196,86,119
1991,156,168,112,154
1992,159,239,143,210
1993,59,193,149,186
1994,92,175,135,110
1995,83,130,91,154
1996,209,155,122,275
1997,76,115,134,153
1998,70,140,119,174
1999,104,168,140,249
2000,71,219,120,192
2001,154,147,103,90
2002,97,285,168,163
2003,141,103,116,241
2004,159,193,111,182
2005,119,147,125,169
2006,156,81,140,66
2007,117,172,103,83
2008,106,186,79,197
2009,124,206,74,118
2010,148,176,102,132
2011,142,124,122,186
2012,61,156,78,160
2013,267,264,170,275
2014,234,237,228,227
2015,200,175,155,124
2016,212,165,107,165
2017,227,153,152,166
2018,366,329,189,240
2019,166,222,187,406
2020,204,319,179,257
