year,annual-frozen-days
1987,97
1988,75
1989,66
1990,42
1991,78
1992,44
1993,81
1994,46
1995,86
1996,120
1997,85
1998,60
1999,63
2000,47
2001,87
2002,66
2003,101
2004,90
2005,85
2006,72
2007,43
2008,43
2009,66
2010,109
2011,65
2012,66
2013,86
2014,39
2015,47
2016,63
