year,annual-estival-days
1987,11
1988,20
1989,40
1990,21
1991,24
1992,37
1993,16
1994,35
1995,42
1996,21
1997,44
1998,17
1999,43
2000,23
2001,26
2002,41
2003,55
2004,25
2005,33
2006,50
2007,28
2008,30
2009,37
2010,34
2011,30
2012,26
2013,34
2014,31
2015,36
2016,39
