year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,82,164,311,125
1988,234,109,175,165
1989,104,78,156,146
1990,133,136,187,153
1991,52,153,112,115
1992,164,136,162,194
1993,83,185,240,113
1994,227,136,200,197
1995,182,132,110,99
1996,37,196,193,141
1997,108,176,115,125
1998,138,160,236,137
1999,100,168,87,124
2000,120,86,188,89
2001,123,112,261,116
2002,180,157,161,127
2003,72,74,136,126
2004,158,127,211,124
2005,145,123,195,131
2006,131,193,168,167
2007,236,263,283,151
2008,215,92,168,163
2009,120,144,147,227
2010,125,127,184,187
2011,111,136,316,142
2012,140,121,138,185
2013,165,155,179,177
2014,79,166,172,185
2015,170,95,173,181
2016,158,130,142,127
